index,word,m1_trigram,m2_trigram
334,world,0.0901827,2.6e-07
334,possible,0.0269995,0.0269995
334,fly,0.000794027,0.000794027
334,airplane,0.00224303,0.00224303
335,hair,1.23e-05,1.92e-06
335,found,4.77e-05,4.77e-05
335,cat,0.00014019,0.00014019
335,food,0.000109258,0.000109258
336,reward,7.76e-05,5.31e-09
336,gave,0.00259354,0.00259354
336,working,0.000262852,0.000575961
336,hard,0.00163389,0.00163389
336,year,0.00139812,0.00139812
337,presence,0.000208248,1.93e-05
337,general,0.000705447,0.000705447
337,great,0.000464689,0.000464689
338,seize,8.01e-07,0.0124681
338,get,0.016255,0.016255
339,bones,7.76e-05,5.29e-06
339,give,0.000236867,3.84e-05
339,shape,7.91e-05,7.91e-05
340,crack,5.03e-05,6.58e-06
340,drinking,1.86e-05,1.86e-05
340,glass,0.000726992,0.000726992
341,house,2.06e-05,1.09e-05
341,real,0.000104851,0.000104851
341,estate,0.00329224,0.00329224
341,agent,0.0285993,0.0285993
341,said,0.00739838,0.00739838
341,going,0.000228197,0.401898
342,altitude,4.8e-07,9.25e-05
342,become,0.0013499,0.0013499
342,pilot,0.000256775,0.000256775
342,requires,1.7e-05,1.7e-05
342,good,0.0112082,0.0112082
343,sense,0.00217715,3.6e-07
343,good,0.0164287,0.0164287
343,business,0.000472236,0.000855749
344,spatial,1.31e-05,2.43e-05
344,good,0.000960829,0.000960829
344,skills,0.00296089,0.00280887
344,knows,0.00202837,0.00202837
344,build,0.00334416,0.00334416
344,house,0.0179521,0.0179521
344,plans,3.99e-05,3.99e-05
344,paper,0.0182756,0.0182756
345,destruction,0.000251562,3.81e-06
345,hurricane,1.52e-05,1.52e-05
345,causes,2.19e-05,2.19e-05
345,great,0.00303127,0.00303127
345,buildings,3.76e-05,3.58e-05
345,trees,0.00141412,0.00141412
346,minds,0.000510819,1.23e-05
346,great,9.6e-06,9.6e-06
346,think,0.000635664,5.46e-05
346,alike,0.664673,0.0006004
347,cilia,3.54e-08,1.54e-08
347,hairlike,0.00538791,0.00538791
347,projections,1.79e-05,1.79e-05
347,surface,0.00341053,0.00341053
347,cells,9.68e-05,9.68e-05
348,bonus,7.13e-06,8.96e-05
348,labored,1.99e-05,1.99e-05
348,hard,0.00275891,0.00275891
348,worked,0.000743532,0.000743532
348,fingers,0.000418514,0.000418514
349,aiken,0.00770689,1.43e-06
349,heart,0.0107335,0.0107335
349,starts,0.000196909,0.000196909
349,clay,7.39e-06,7.39e-06
349,sings,4.06e-06,4.06e-06
350,stealer,2.76e-09,5.18e-10
350,hearts,2e-05,2e-05
351,screaming,2.55e-06,0.000419497
351,like,0.00051742,0.00051742
351,latest,0.000295892,0.000295892
351,horror,0.000129657,0.000129657
351,movie,0.00946177,0.00946177
351,i've,2.2e-07,2.2e-07
351,arranged,4.59e-05,4.59e-05
351,private,0.000404432,0.000404432
352,garden,0.175925,2.7e-06
352,small,0.0040767,0.0040767
352,flower,0.000216583,0.000216583
352,house,0.0190513,0.0190513
353,plants,2.53e-05,5.3e-06
353,humans,6.46e-07,6.46e-07
353,animals,0.103504,0.103504
353,not,0.102785,0.102785
353,live,0.00310434,0.00310434
354,propane,4.77e-08,3.76e-07
354,inflammatory,3.36e-07,3.36e-07
354,talk,3.26e-05,3.26e-05
354,seen,0.0144932,0.0144932
354,language,7.13e-05,0.00365472
355,magnate,1.28e-06,9.19e-07
355,coal,2.39e-05,2.39e-05
355,iron,0.0707858,0.0707858
355,australia,7.61e-09,1.32e-08
356,revolution,1.36e-05,0.0387254
356,satellite,2.19e-05,2.19e-05
356,went,0.000118547,0.000118547
356,orbit,0.000820135,0.000820135
356,january,8.5e-08,8.5e-08
356,1st,1.12e-05,1.12e-05
356,causing,1.66e-05,1.66e-05
356,new,0.0023203,0.0023203
356,year's,6.61e-05,6.61e-05
357,hobbit,1.46e-08,0.00974639
357,keep,3.02e-05,3.02e-05
357,reading,0.000565856,0.000565856
357,the,0.0283555,0.0283555
357,lord,3.55e-05,3.55e-05
357,rings,2.35e-05,2.35e-05
357,guess,0.00735817,0.00735817
357,just,0.0124207,0.0124207
357,force,2.39e-05,2.39e-05
358,fillings,8.53e-08,9.17e-05
358,kind,0.000280833,0.000280833
358,dentist,0.000201085,0.000201085
359,chief,0.00092703,6.15e-05
359,leader,0.000170359,0.000170359
359,native,0.000205984,0.000205984
359,american,1.41e-07,1.41e-07
359,tribe,1.4e-05,1.4e-05
359,known,0.00185491,0.00185491
360,pants,0.00187362,0.000140375
360,legs,0.00148483,0.00148483
360,cold,0.00016475,0.00016475
360,put,0.00444328,0.00444328
360,pair,0.00169493,0.00169493
361,holmes,0.0576145,2.61e-06
361,really,0.000109189,0.000109189
361,like,0.00447266,0.00447266
361,reading,0.000147353,0.000147353
361,sherlock,0.006755,0.006755
361,books,0.000143557,5.03e-05
362,decade,0.000150482,4.1e-06
362,pretty,0.00131429,0.00131429
362,long,0.00266749,0.00266749
362,time,0.110423,0.110423
363,necks,0.000156364,0.00246009
363,vampires,5.95e-08,5.95e-08
363,looking,0.013436,0.013436
363,victim,4.5e-06,0.000413612
364,tamper,1.59e-07,0.161604
364,barista,0.00340529,0.00340529
364,not,0.021206,0.021206
364,allowed,0.00266571,0.00266571
364,make,0.0147865,0.0147865
364,espresso,2.64e-08,2.64e-08
364,lose,0.00232544,0.00232544
365,spatial,2.92e-06,0.000569495
365,aliens,2.5e-07,2.5e-07
365,lovable,3.98e-06,3.98e-06
366,tryst,2.02e-07,2.73e-06
366,lovers,1.24e-05,1.24e-05
366,go,0.000290747,0.000290747
366,away,0.0102715,0.0102715
366,country,0.00112234,0.00112234
366,weekend,4.42e-05,4.42e-05
367,raving,9.94e-06,7.82e-06
367,mad,0.046233,9.45e-06
367,man,0.000838751,0.00194382
367,frightened,1.88e-05,1.88e-05
367,those,6.59e-05,6.59e-05
368,author,0.00199054,0.010205
368,made,0.00499731,0.00499731
368,mario,0.0017528,0.0017528
368,puzo's,0.0576145,0.0576145
368,books,0.000143557,0.000143557
368,required,6.39e-05,6.39e-05
368,reading,0.000814981,0.000814981
368,class,0.000105792,0.000105792
368,made,0.00541893,0.00541893
368,refuse,0.00312708,0.00312708
369,heir,0.000247423,3.76e-06
369,man,0.00439232,0.00439232
369,used,0.00107986,0.00107986
369,money,7.36e-05,7.36e-05
369,inherited,0.00114214,0.00114214
369,late,0.000102507,0.000102507
369,father,0.0596654,0.0596654
369,put,0.000412531,0.000412531
369,addition,0.000109647,0.000109647
369,house,0.000857988,0.000857988
369,extension,3.65e-06,0.000176939
370,reword,2.86e-08,1.28e-06
370,mayor,3.03e-05,3.03e-05
370,speech,0.000674885,0.000674885
370,advisors,8e-06,8e-06
370,told,9.75e-05,9.75e-05
371,fridge,0.000524684,4.47e-05
371,put,0.000186341,0.000186341
371,milk,0.00170517,0.00170517
371,meat,0.0438277,0.0438277
372,latte,0.00254467,0.000112278
372,like,0.00051742,0.00051742
372,morning,0.00713854,0.00713854
372,wake,0.000110945,0.000110945
372,up,0.423506,0.423506
373,shave,0.000583016,5.06e-05
373,beard,2.15e-05,2.15e-05
373,growing,0.000639156,0.000639156
373,long,0.00816243,0.00816243
373,need,0.0229583,0.0229583
374,fuchsia,1.28e-07,0.0017513
374,new,2.44e-05,2.44e-05
374,years,0.000103574,0.000103574
374,resolution,6.7e-06,6.7e-06
374,bankrupt,3.52e-06,3.52e-06
374,gardener,2.7e-06,2.7e-06
374,forget,0.000360568,0.000360568
374,past,0.0118078,0.0118078
374,rely,1.73e-05,1.73e-05
375,tryst,1.07e-07,0.000232038
375,novel,0.000288953,0.000288953
375,unexpected,0.000580858,0.000580858
375,secret,1.97e-05,1.97e-05
375,meeting,0.000993658,0.000993658
375,lovers,9.77e-06,9.77e-06
375,plot,0.000262666,0.000262666
376,clothing,3.22e-05,0.355764
376,men's,1.5e-05,1.5e-05
376,wear,0.000220822,0.000220822
376,store,0.00012587,0.00012587
376,opening,4.96e-06,4.96e-06
376,times,1.45e-05,0.00744207
377,lion,2.68e-05,6.87e-06
377,owner,9.7e-05,9.7e-05
377,takes,9.49e-05,9.49e-05
377,share,0.754538,8.01e-05
377,profits,0.00848582,0.00848582
377,company,0.00131253,0.00131253
378,leafing,1.13e-07,6.74e-05
378,saw,0.00154594,0.00154594
378,pages,0.00272038,0.00272038
378,old,0.0202364,0.0202364
378,book,0.00219445,0.00219445
379,ambiance,5.32e-08,0.000524477
379,paramedic,5.8e-06,5.8e-06
379,got,0.000168127,0.000168127
379,new,0.0130291,0.0130291
379,job,0.00523224,0.00523224
379,chauffeur,4.99e-05,4.99e-05
379,driver,3.28e-05,0.03168
380,salivation,9.66e-08,6.53e-06
380,bell,5.71e-07,5.71e-07
380,bark,3.6e-06,3.6e-06
380,kennel,5.75e-07,5.75e-07
380,novel,0.000451063,0.000451063
380,ivan,3.35e-09,3.35e-09
380,pavlov,0.0430161,0.0430161
380,chronicles,6.43e-07,6.43e-07
380,birth,0.000129394,0.000129394
380,army,4.17e-05,4.3e-06
381,raven,3.76e-06,2.96e-05
381,people,0.0895409,0.0895409
381,think,0.00534721,0.00534721
381,edgar,0.00125842,0.00125842
381,allan,0.0576145,0.0576145
381,poe,0.0576145,0.0576145
381,madman,6.35e-07,7.69e-07
382,alp,3.81e-09,0.00273021
382,people,4.75e-05,4.75e-05
382,switzerland,0.00101516,0.00101516
382,learn,0.000706582,0.000706582
382,ski,0.00342662,0.00342662
382,lot,0.00675467,0.00675467
383,mass,0.000193701,5.35e-08
383,people,0.0217005,0.00114552
383,town,0.00241342,0.00241342
383,square,0.0037424,0.0037424
383,concert,0.000125549,0.000125549
384,scents,1.92e-06,0.117986
384,women,1.05e-05,1.05e-05
384,wear,0.00110806,0.00110806
384,20000,0.0121019,0.0121019
384,perfume,1.53e-05,1.53e-05
384,obviously,2.61e-05,2.61e-05
384,known,0.0023602,0.0023602
384,common,0.00125101,0.00125101
385,launch,3.93e-05,1.67e-06
385,space,0.000188177,0.000188177
385,took,0.00152249,9.76e-05
385,place,0.325736,0.066037
385,morning,0.0313325,0.0313325
386,leg,1.55e-05,0.024239
386,planes,6.83e-06,6.83e-06
386,cramped,4.4e-05,4.4e-05
386,passengers,4.48e-05,4.48e-05
386,suffer,7.36e-06,7.36e-06
386,jet,8.25e-06,8.25e-06
387,leafing,4.17e-08,0.000523105
387,john,6.39e-07,6.39e-07
387,plans,0.000112502,0.000112502
387,retire,0.00319328,0.00319328
387,spring,0.00124322,0.00124322
387,like,0.0124801,0.0124801
387,trees,0.000232797,0.000232797
388,wicker,8.97e-06,8.18e-05
388,getting,0.00070527,0.00070527
388,pranked,0.00803361,0.00803361
388,friends,0.00647206,0.00647206
388,getting,0.000115448,0.000115448
388,hit,0.000384009,0.000384009
388,basket,0.000285154,0.000285154
388,aron,0.00247468,0.00247468
388,knew,0.000160494,0.000160494
388,sense,3.54e-05,0.0290488
388,humor,0.0613029,0.0613029
389,heir,3.25e-05,1.01e-05
389,prince,3.93e-07,3.93e-07
389,william,8.23e-08,8.23e-08
389,british,8.59e-07,8.59e-07
389,throne,6.28e-06,6.28e-06
390,line,0.000556492,3.04e-05
390,notebook,0.000120355,0.000120355
390,thin,5.1e-06,5.1e-06
390,blue,0.00138682,0.00138682
390,lines,0.000556492,3.04e-05
390,printed,7.63e-06,1.88e-05
390,page,0.00698402,0.00698402
391,free,0.000503773,8.26e-06
391,twenty,0.000563435,0.000563435
391,years,0.396065,0.396065
391,prison,0.0703633,0.0703633
391,man,0.0144407,6.73e-05
392,alkaline,4.11e-05,6.03e-05
392,battery,2.83e-06,2.83e-06
392,problem,5.02e-05,0.192777
392,went,0.00737786,0.00737786
392,aa,3.11e-08,3.11e-08
392,meetings,4.79e-05,4.79e-05
393,resolution,7.68e-05,3.57e-05
393,admired,0.000159517,0.000159517
393,quit,0.000111931,0.000111931
393,smoking,0.00419294,0.00419294
394,epoch,0.000115665,1.58e-08
394,end,0.00237471,0.00237471
394,nuclear,0.000235812,0.000235812
394,arms,0.00752122,0.00752122
394,race,0.111217,0.111217
394,began,0.000179653,0.000179653
394,new,0.0407329,0.0407329
394,peace,0.000266122,0.000329587
394,cooperation,0.00204636,0.00204636
395,incisor,8.89e-07,2.4e-06
395,rats,7.56e-07,7.56e-07
395,tore,5.12e-06,5.12e-06
395,meat,0.000138038,0.000138038
395,strong,0.000783156,0.000783156
396,pest,2.55e-06,1.99e-08
396,rats,7.56e-07,7.56e-07
396,mice,0.054318,0.054318
396,flies,1.35e-05,1.35e-05
396,regarded,0.000754665,0.000754665
396,pests,2.55e-06,1.99e-08
397,prism,4.15e-08,7.4e-07
397,used,0.0537419,0.0537419
397,reflect,0.000171823,0.000171823
397,split,5.9e-05,5.9e-05
397,light,1.93e-05,1.93e-05
398,decay,0.0289135,5.33e-06
398,tooth,3.57e-07,3.57e-07
398,result,0.00256388,0.00256388
398,poor,0.00155063,0.00155063
398,dental,3.21e-05,3.21e-05
398,hygiene,0.00968421,0.00968421
399,cilia,1.55e-07,6.71e-08
399,handlebar,1.16e-06,1.16e-06
399,mustache,0.831402,0.831402
399,look,0.00319111,0.00319111
399,ridiculous,0.000685713,0.000685713
399,symmetrical,1.38e-07,1.38e-07
399,eyelashes,2.23e-06,2.23e-06
399,even,0.00095727,0.00095727
400,dramatic,9.06e-06,0.00164569
400,actor,3.66e-05,3.66e-05
400,quite,0.0161509,0.0161509
400,right,0.00228158,0.00228158
400,retired,0.00333981,0.00333981
400,post,8.21e-07,8.21e-07
400,stress,2.72e-05,0.667041
400,disorder,0.000400378,0.332441
401,lambs,0.0497324,0.0497324
401,family,0.00142383,0.00142383
401,roast,1.97e-05,1.97e-05
401,leg,0.0060024,0.0060024
401,dinner,0.00047021,0.00047021
402,leg,0.00154569,2.1e-06
402,runners,6.1e-07,6.1e-07
402,need,0.0028842,0.0028842
402,strong,0.000567364,0.000567364
403,garden,1.11e-05,1.49e-06
403,scarecrows,2.14e-08,2.14e-08
403,patch,0.000109671,9.12e-05
404,bean,3.32e-06,0.14607
404,selling,4.09e-06,4.09e-06
404,coffee,0.000413523,0.000413523
404,perks,3.73e-06,3.73e-06
404,those,0.00407938,0.00407938
404,lucky,0.000518295,0.00805267
405,sperm,7.27e-06,2.09e-05
405,even,3.67e-05,3.67e-05
405,contributes,6.2e-06,6.2e-06
405,either,8.01e-05,8.01e-05
405,x,2.09e-05,2.09e-05
405,y,0.221515,0.221515
405,chromosome,2.63e-06,2.63e-06
405,father,0.000640227,0.000640227
405,chooses,1.22e-06,1.22e-06
405,sex,7.33e-05,7.33e-05
405,child,0.000438705,0.000438705
405,just,0.0136544,0.0136544
405,moment,0.000534063,0.000534063
405,decision,4.01e-06,4.01e-06
406,irritation,0.0068983,9.36e-07
406,tried,0.00093585,0.00093585
406,hide,0.00599241,0.00599241
406,showed,0.000518198,0.000389153
406,face,0.0548992,0.0548992
407,odor,2.16e-06,0.00389359
407,sign,3.82e-06,3.82e-06
407,broken,0.000265132,0.000265132
407,perfume,1.92e-06,1.92e-06
407,bottle,0.00403508,0.00403508
407,out,0.000285262,0.000285262
408,office,0.000628726,3.4e-07
408,skyscraper,2.02e-06,2.02e-06
409,whirled,0.000451717,7.69e-05
409,dancers,5.05e-07,5.05e-07
409,stage,0.00138309,0.00138309
410,prism,6.15e-08,2.74e-05
410,optical,1.53e-05,1.53e-05
410,scientist,5.17e-06,5.17e-06
410,stole,0.000424978,0.000424978
410,colleague's,5e-05,5e-05
410,bifocals,3.16e-07,3.16e-07
410,sentenced,0.000385112,0.000385112
410,three,0.0466413,0.0466413
410,years,0.132716,0.132716
410,state,0.00678829,0.00678829
411,perches,2.19e-07,3.95e-05
411,pet,5.4e-05,5.4e-05
411,store,0.000558732,0.000558732
411,bird,6.08e-05,6.08e-05
411,contest,4.43e-06,4.43e-06
411,necessary,3.2e-05,0.000356732
412,feelings,0.000434679,2.94e-06
412,strong,0.000212312,0.000212312
412,criticism,0.00270307,0.00270307
412,hurt,5.72e-05,5.72e-05
412,daughter's,0.000290061,0.000290061
413,magnate,1.8e-06,7.41e-05
413,people,0.0895409,0.0895409
413,strongly,0.000324916,0.000324916
413,attracted,0.0117171,0.0117171
414,best,0.0163309,3.03e-06
414,student,0.000191507,1.96e-05
414,class,0.000510195,0.000510195
415,libel,3.57e-07,7.22e-07
415,tabloid,1.39e-05,1.39e-05
415,newspaper,0.00814531,0.00814531
415,movie,0.000130106,0.000130106
415,star,0.0959715,0.0959715
416,tooth,8.22e-06,0.00633237
416,dentist,2.27e-05,2.27e-05
416,tell,0.00258572,0.00258572
416,patient,0.000173539,0.000173539
416,whole,0.00147051,0.00147051
417,watt,1.42e-07,0.930144
417,sign,3.82e-06,3.82e-06
417,please,9.83e-05,9.83e-05
417,turn,0.00153109,0.00153109
417,out,0.0189194,0.0189194
417,lights,0.00210965,0.00210965
417,thanks,1.01e-08,1.01e-08
418,stealer,1.49e-09,2.8e-10
418,thief,5.6e-05,5.6e-05
418,stole,0.0641827,0.0641827
418,cutlery,9.3e-07,9.3e-07
418,leaving,0.00178747,0.00178747
418,clue,9.02e-05,9.02e-05
418,called,0.00180818,0.00180818
418,stainless,4.62e-06,4.62e-06
419,latte,0.00390153,0.00333838
419,spend,0.000690856,0.000690856
419,time,0.023436,0.023436
419,coffee,0.000118945,0.000118945
419,shop,0.0493358,0.0493358
419,you'll,6.78e-06,6.78e-06
419,work,0.00111282,0.073073
420,yams,1.02e-07,1.48e-05
420,just,0.000159739,0.000159739
420,time,0.212782,0.212782
420,thanksgiving,6.95e-08,6.95e-08
420,blockbuster,9.1e-06,9.1e-06
420,movie,0.0026432,0.0026432
420,sweet,5.32e-06,5.32e-06
420,potatoes,0.00676358,0.00676358
420,called,0.000356792,0.000356792
420,the,0.152051,0.152051
420,silence,7.33e-05,7.33e-05
421,alkaline,6.93e-05,0.000101685
421,tried,0.00093585,0.00093585
421,out,0.0014089,0.0014089
421,diet,0.000886373,8.22e-06
421,maintain,0.00101513,0.00101513
421,body's,5.31e-05,5.31e-05
421,ideal,1.49e-05,1.49e-05
421,ph,5.81e-07,5.81e-07
421,balance,4.41e-05,4.41e-05
422,watt,1.98e-09,0.00473116
422,desk,0.000378625,0.000378625
422,lamp,0.00334936,0.00334936
422,uses,1.95e-05,1.95e-05
422,60-watt,1.98e-09,0.00473116
422,light,0.000122149,0.000163602
422,bulb,0.00480553,0.00480553
423,profane,6.46e-07,3.19e-07
423,man,0.00027236,0.00027236
423,uses,6.08e-05,6.08e-05
423,language,0.00365472,7.13e-05
424,digestion,1.34e-06,0.0806698
424,villain,3.16e-05,3.16e-05
424,call,2.35e-05,2.35e-05
424,silverware,2.9e-07,2.9e-07
424,weapons,1.02e-06,1.02e-06
424,mass,0.349239,0.349239
425,presents,0.014896,4.01e-05
425,wait,0.00809577,0.00809577
425,open,0.000254803,0.000254803
425,christmas,1.17e-06,1.17e-06
426,fridge,1.55e-05,0.00351763
426,plumber,7.88e-06,7.88e-06
426,explained,3.57e-05,3.57e-05
426,problem,0.00217942,0.00217942
426,kitchen,0.0014998,0.0014998
426,just,0.00205392,0.00205392
426,water,5.01e-05,5.01e-05
426,under,0.00155868,0.00155868
427,math,7.33e-08,0.000179789
427,rubber,0.000242318,0.000242318
427,band,0.102191,0.102191
427,pistol,1.14e-06,1.14e-06
427,confiscated,4.57e-05,4.57e-05
427,algebra,7.27e-07,7.27e-07
427,class,5.69e-05,5.69e-05
427,weapon,6.59e-05,6.59e-05
427,disruption,9.43e-06,2.1e-06
428,leaving,0.000654925,1.74e-07
428,work,0.000861739,0.000135757
428,right,0.000471955,0.000636208
429,slave,6.3e-05,4.28e-06
429,boss,5.1e-05,5.1e-05
429,told,0.000933835,0.000933835
429,work,0.00600141,0.00600141
429,late,0.000508828,0.000508828
429,holiday,0.0010442,0.0010442
429,driver,0.00572753,9.86e-06
430,dramatic,1.44e-06,3.63e-07
430,written,0.00652999,0.00652999
430,works,0.00121481,8.9e-05
430,stage,0.000249518,0.000249518
431,tolkien,0.0150905,0.00136054
431,night,0.276901,0.276901
431,kept,1.09e-05,1.09e-05
431,dreaming,4.3e-05,4.3e-05
431,written,0.00212419,0.00212419
431,lord,7.45e-07,7.45e-07
431,rings,2.35e-05,2.35e-05
431,wife,0.000173017,0.000173017
431,said,0.00139775,0.00139775
431,i'd,1.89e-09,1.89e-09
431,sleep,0.00128327,0.00128327
432,tolkien,0.00148881,1.25e-05
432,wrote,0.000144489,7.04e-06
432,lord,3.22e-06,3.22e-06
432,rings,2.35e-05,2.35e-05
433,decade,5.33e-06,0.0289135
433,ten,2.16e-05,2.16e-05
433,years,0.0653531,0.0653531
433,brushing,6.88e-06,6.88e-06
433,causes,2.55e-05,2.55e-05
433,horrible,4.9e-06,4.9e-06
433,tooth,5.91e-06,5.91e-06
434,blue,6.06e-06,3.34e-07
434,yellow,0.0618118,8.35e-05
434,make,0.00012154,0.00012154
434,green,4.56e-05,4.56e-05
